S002VS,S003,S007,S017,S018,S020,C006,E069_06,E069_07,E069_17,G006,A009
5,840,8400520779,0.720058,0.800641,2006,7,1,3,1,1,2
5,840,8400520780,1.960157,0.800641,2006,7,2,2,2,1,1
5,840,8400520781,0.38003,0.800641,2006,6,2,3,2,1,2
5,840,8400520782,3.190255,0.800641,2006,4,4,4,4,1,3
5,840,8400520783,3.810305,0.800641,2006,8,2,3,2,1,2
5,840,8400520784,1.530123,0.800641,2006,8,2,3,2,1,2
5,840,8400520785,0.700056,0.800641,2006,9,2,3,2,1,2
5,840,8400520786,1.910153,0.800641,2006,5,1,3,1,1,1
5,840,8400520787,0.440035,0.800641,2006,5,1,4,2,1,2
5,840,8400520788,1.700136,0.800641,2006,7,2,2,3,3,2
5,840,8400520789,0.810065,0.800641,2006,8,1,2,1,2,3
5,840,8400520790,0.75006,0.800641,2006,4,3,3,3,2,2
5,840,8400520791,2.050164,0.800641,2006,6,2,3,3,2,2
5,840,8400520792,1.630131,0.800641,2006,10,2,2,1,1,3
5,840,8400520793,0.63005,0.800641,2006,6,3,4,3,1,2
5,840,8400520794,0.400032,0.800641,2006,8,1,3,1,1,1
5,840,8400520795,1.180094,0.800641,2006,1,3,3,3,2,3
5,840,8400520796,1.540123,0.800641,2006,8,1,3,2,2,2
5,840,8400520797,2.440195,0.800641,2006,10,2,3,2,2,1
5,840,8400520798,1.680135,0.800641,2006,4,1,3,2,1,2
5,840,8400520799,1.590127,0.800641,2006,7,2,3,2,2,3
5,840,8400520800,3.810305,0.800641,2006,8,1,3,2,1,2
5,840,8400520801,0.540043,0.800641,2006,5,-2,-2,-2,-2,3
5,840,8400520802,3.400272,0.800641,2006,8,3,3,3,1,1
5,840,8400520803,2.410193,0.800641,2006,4,1,3,3,1,2
5,840,8400520804,1.700136,0.800641,2006,4,2,2,2,2,2
5,840,8400520805,0.520042,0.800641,2006,3,2,2,3,1,2
5,840,8400520806,1.950156,0.800641,2006,7,2,3,2,1,2
5,840,8400520807,0.830066,0.800641,2006,4,2,3,2,2,1
5,840,8400520808,0.650052,0.800641,2006,8,3,3,3,2,2
5,840,8400520809,2.240179,0.800641,2006,5,1,3,2,2,3
5,840,8400520810,0.690055,0.800641,2006,5,2,4,2,2,2
5,840,8400520811,1.510121,0.800641,2006,8,3,3,3,1,2
5,840,8400520812,0.570046,0.800641,2006,5,3,4,3,1,2
5,840,8400520813,1.050084,0.800641,2006,6,2,3,3,1,4
5,840,8400520814,0.760061,0.800641,2006,3,3,3,3,2,2
5,840,8400520815,0.650052,0.800641,2006,2,2,2,2,1,1
5,840,8400520816,0.88007,0.800641,2006,1,2,3,3,1,3
5,840,8400520817,0.860069,0.800641,2006,8,2,3,2,1,2
5,840,8400520818,0.740059,0.800641,2006,8,3,3,3,1,2
5,840,8400520819,1.950156,0.800641,2006,8,2,3,2,1,2
5,840,8400520820,0.62005,0.800641,2006,5,3,3,3,2,4
5,840,8400520821,0.940075,0.800641,2006,8,1,3,2,1,2
5,840,8400520822,0.75006,0.800641,2006,9,2,3,3,2,1
5,840,8400520823,0.62005,0.800641,2006,9,2,2,2,1,1
5,840,8400520824,2.160173,0.800641,2006,5,2,3,2,2,2
5,840,8400520825,0.540043,0.800641,2006,10,1,3,1,1,3
5,840,8400520826,3.350268,0.800641,2006,2,1,4,3,1,2
5,840,8400520827,0.780062,0.800641,2006,9,2,3,2,-5,1
5,840,8400520828,0.230018,0.800641,2006,1,2,3,3,1,3
5,840,8400520829,2.480199,0.800641,2006,5,2,3,2,1,2
5,840,8400520830,2.060165,0.800641,2006,7,2,2,2,1,2
5,840,8400520831,1.840147,0.800641,2006,8,2,3,-2,1,2
5,840,8400520832,0.520042,0.800641,2006,8,1,2,2,1,1
5,840,8400520833,2.460197,0.800641,2006,8,2,3,2,1,1
5,840,8400520834,1.910153,0.800641,2006,5,2,3,3,2,1
5,840,8400520835,0.890071,0.800641,2006,4,2,3,2,3,2
5,840,8400520836,0.650052,0.800641,2006,9,3,3,3,3,1
5,840,8400520837,1.37011,0.800641,2006,7,2,3,2,1,2
5,840,8400520838,0.410033,0.800641,2006,5,1,3,2,2,2
5,840,8400520839,0.280022,0.800641,2006,8,2,4,2,2,1
5,840,8400520840,2.390191,0.800641,2006,6,1,2,1,1,3
5,840,8400520841,3.810305,0.800641,2006,8,3,3,3,2,2
5,840,8400520842,0.450036,0.800641,2006,4,3,3,3,3,3
5,840,8400520843,0.510041,0.800641,2006,6,2,3,2,1,2
5,840,8400520844,3.360269,0.800641,2006,7,3,3,3,1,1
5,840,8400520845,0.590047,0.800641,2006,4,2,3,1,1,2
5,840,8400520846,1.00008,0.800641,2006,6,3,3,3,3,3
5,840,8400520847,0.640051,0.800641,2006,5,1,2,2,1,2
5,840,8400520848,1.300104,0.800641,2006,4,2,3,2,1,2
5,840,8400520849,0.610049,0.800641,2006,5,4,3,2,2,3
5,840,8400520850,0.900072,0.800641,2006,4,2,3,2,1,2
5,840,8400520851,0.670054,0.800641,2006,6,2,3,2,2,1
5,840,8400520852,0.510041,0.800641,2006,5,1,2,1,1,2
5,840,8400520853,1.570126,0.800641,2006,3,3,3,3,2,1
5,840,8400520854,0.650052,0.800641,2006,5,-2,2,2,2,2
5,840,8400520855,0.680054,0.800641,2006,7,3,3,3,3,2
5,840,8400520856,0.450036,0.800641,2006,1,3,3,3,1,2
5,840,8400520857,1.280102,0.800641,2006,8,4,2,3,1,2
5,840,8400520858,0.640051,0.800641,2006,8,2,2,2,1,2
5,840,8400520859,1.950156,0.800641,2006,7,1,2,2,1,1
5,840,8400520860,0.25002,0.800641,2006,8,2,2,2,1,2
5,840,8400520861,1.040083,0.800641,2006,8,2,2,2,2,1
5,840,8400520862,0.420034,0.800641,2006,6,2,3,2,1,2
5,840,8400520863,0.480038,0.800641,2006,9,1,3,1,1,2
5,840,8400520864,1.020082,0.800641,2006,7,2,3,2,3,1
5,840,8400520865,0.62005,0.800641,2006,10,2,3,3,1,1
5,840,8400520866,1.190095,0.800641,2006,8,2,3,2,2,1
5,840,8400520867,0.530042,0.800641,2006,8,2,3,2,2,2
5,840,8400520868,0.360029,0.800641,2006,8,2,4,3,1,2
5,840,8400520869,0.440035,0.800641,2006,8,3,3,3,1,1
5,840,8400520870,0.700056,0.800641,2006,6,1,3,3,1,2
5,840,8400520871,2.040163,0.800641,2006,3,3,3,2,1,2
5,840,8400520872,2.090167,0.800641,2006,8,2,3,2,1,1
5,840,8400520873,0.440035,0.800641,2006,9,1,3,3,1,1
5,840,8400520874,0.760061,0.800641,2006,8,1,2,1,1,1
5,840,8400520875,0.560045,0.800641,2006,8,2,-2,2,1,2
5,840,8400520876,0.600048,0.800641,2006,8,1,2,1,2,2
5,840,8400520877,0.950076,0.800641,2006,8,1,3,3,1,2
5,840,8400520878,1.770142,0.800641,2006,7,1,3,1,1,2
5,840,8400520879,0.62005,0.800641,2006,9,2,3,2,1,1
5,840,8400520880,0.450036,0.800641,2006,6,2,3,2,3,2
5,840,8400520881,1.850148,0.800641,2006,5,1,4,2,1,1
5,840,8400520882,2.050164,0.800641,2006,3,3,3,3,2,2
5,840,8400520883,0.300024,0.800641,2006,6,2,4,2,1,2
5,840,8400520884,0.510041,0.800641,2006,3,3,4,3,1,3
5,840,8400520885,0.75006,0.800641,2006,5,1,3,2,2,2
5,840,8400520886,0.560045,0.800641,2006,9,1,3,3,1,2
5,840,8400520887,0.640051,0.800641,2006,2,2,3,2,2,4
5,840,8400520888,0.710057,0.800641,2006,7,2,2,2,1,1
5,840,8400520889,0.490039,0.800641,2006,4,2,-2,2,2,3
5,840,8400520890,0.670054,0.800641,2006,7,2,3,2,1,1
5,840,8400520891,0.940075,0.800641,2006,7,2,3,2,1,3
5,840,8400520892,1.240099,0.800641,2006,5,2,2,2,1,2
5,840,8400520893,0.760061,0.800641,2006,5,2,2,1,1,3
5,840,8400520894,0.87007,0.800641,2006,4,3,3,3,1,2
5,840,8400520895,1.490119,0.800641,2006,7,1,4,3,1,3
5,840,8400520896,0.770062,0.800641,2006,8,3,3,3,1,2
5,840,8400520897,0.740059,0.800641,2006,7,2,2,2,1,1
5,840,8400520898,0.830066,0.800641,2006,9,2,3,2,1,1
5,840,8400520899,0.540043,0.800641,2006,8,2,2,2,1,3
5,840,8400520900,1.710137,0.800641,2006,8,2,3,3,2,4
5,840,8400520901,0.490039,0.800641,2006,7,2,3,2,1,2
5,840,8400520902,0.780062,0.800641,2006,8,2,4,2,2,1
5,840,8400520903,1.790143,0.800641,2006,6,1,2,1,1,1
5,840,8400520904,1.010081,0.800641,2006,5,2,3,2,1,3
5,840,8400520905,0.430034,0.800641,2006,8,2,3,2,1,2
5,840,8400520906,0.330026,0.800641,2006,3,2,3,1,2,1
5,840,8400520907,0.640051,0.800641,2006,5,2,3,3,1,1
5,840,8400520908,1.210097,0.800641,2006,6,2,2,2,3,2
5,840,8400520909,0.820066,0.800641,2006,5,2,3,3,2,2
5,840,8400520910,0.680054,0.800641,2006,3,2,2,2,1,3
5,840,8400520911,0.940075,0.800641,2006,4,2,3,2,2,2
5,840,8400520912,0.440035,0.800641,2006,7,1,2,3,1,1
5,840,8400520913,0.810065,0.800641,2006,7,2,3,2,2,2
5,840,8400520914,0.360029,0.800641,2006,9,1,3,1,1,1
5,840,8400520915,1.260101,0.800641,2006,7,2,3,2,2,2
5,840,8400520916,0.530042,0.800641,2006,8,3,3,3,3,1
5,840,8400520917,0.470038,0.800641,2006,5,3,3,3,2,3
5,840,8400520918,0.25002,0.800641,2006,1,2,3,3,1,2
5,840,8400520919,0.890071,0.800641,2006,8,2,3,2,2,2
5,840,8400520920,1.200096,0.800641,2006,6,1,2,1,1,1
5,840,8400520921,0.580046,0.800641,2006,8,2,2,2,1,1
5,840,8400520922,1.2501,0.800641,2006,1,2,3,3,2,1
5,840,8400520923,0.490039,0.800641,2006,6,2,2,2,2,2
5,840,8400520924,1.230098,0.800641,2006,4,2,3,2,1,2
5,840,8400520925,1.290103,0.800641,2006,3,2,3,2,2,2
5,840,8400520926,1.630131,0.800641,2006,4,2,3,3,1,2
5,840,8400520927,0.570046,0.800641,2006,6,2,3,2,1,1
5,840,8400520928,1.38011,0.800641,2006,1,3,3,3,2,2
5,840,8400520929,1.630131,0.800641,2006,5,2,3,3,2,3
5,840,8400520930,0.860069,0.800641,2006,3,2,3,2,2,1
5,840,8400520931,2.060165,0.800641,2006,6,1,-2,2,1,2
5,840,8400520932,0.310025,0.800641,2006,7,1,1,2,1,1
5,840,8400520933,0.550044,0.800641,2006,5,3,4,3,1,1
5,840,8400520934,0.550044,0.800641,2006,3,3,3,3,1,4
5,840,8400520935,0.170014,0.800641,2006,4,2,3,1,1,3
5,840,8400520936,1.820146,0.800641,2006,1,3,3,3,2,2
5,840,8400520937,0.720058,0.800641,2006,5,2,4,3,1,2
5,840,8400520938,3.810305,0.800641,2006,10,3,3,3,-5,1
5,840,8400520939,0.75006,0.800641,2006,5,2,3,2,1,4
5,840,8400520940,0.38003,0.800641,2006,9,2,3,2,1,1
5,840,8400520941,0.760061,0.800641,2006,6,3,4,3,1,2
5,840,8400520942,0.280022,0.800641,2006,1,2,2,2,1,2
5,840,8400520943,0.800064,0.800641,2006,8,2,3,2,1,3
5,840,8400520944,0.470038,0.800641,2006,8,2,2,2,3,2
5,840,8400520945,1.170094,0.800641,2006,3,2,3,3,3,2
5,840,8400520946,1.150092,0.800641,2006,6,2,3,2,2,3
5,840,8400520947,1.230098,0.800641,2006,5,1,3,2,1,2
5,840,8400520948,1.020082,0.800641,2006,6,2,2,3,1,2
5,840,8400520949,1.580127,0.800641,2006,6,3,3,3,1,2
5,840,8400520950,0.740059,0.800641,2006,5,2,3,2,1,1
5,840,8400520951,0.200016,0.800641,2006,6,1,3,1,1,2
5,840,8400520952,1.550124,0.800641,2006,3,3,4,3,2,1
5,840,8400520953,1.970158,0.800641,2006,6,1,3,2,2,3
5,840,8400520954,0.610049,0.800641,2006,6,2,3,2,2,2
5,840,8400520955,1.930155,0.800641,2006,-5,-5,-5,-5,-5,3
5,840,8400520956,0.490039,0.800641,2006,10,-5,-5,-5,-5,1
5,840,8400520957,2.070166,0.800641,2006,6,3,3,2,-5,2
5,840,8400520958,0.530042,0.800641,2006,10,2,3,2,1,1
5,840,8400520959,0.510041,0.800641,2006,1,3,3,2,1,3
5,840,8400520960,0.460037,0.800641,2006,7,2,3,2,-5,1
5,840,8400520961,0.810065,0.800641,2006,6,3,3,2,2,2
5,840,8400520962,0.820066,0.800641,2006,8,2,3,2,1,2
5,840,8400520963,0.510041,0.800641,2006,5,2,3,3,1,2
5,840,8400520964,0.560045,0.800641,2006,8,2,3,2,1,2
5,840,8400520965,0.230018,0.800641,2006,1,3,3,3,2,4
5,840,8400520966,1.630131,0.800641,2006,5,3,3,3,3,1
5,840,8400520967,0.63005,0.800641,2006,7,3,3,3,2,1
5,840,8400520968,0.830066,0.800641,2006,9,2,2,2,3,2
5,840,8400520969,0.680054,0.800641,2006,9,1,2,1,1,2
5,840,8400520970,1.720138,0.800641,2006,7,2,2,1,2,1
5,840,8400520971,0.560045,0.800641,2006,7,3,4,3,2,1
5,840,8400520972,0.580046,0.800641,2006,9,2,2,2,2,1
5,840,8400520973,0.470038,0.800641,2006,5,2,3,3,3,3
5,840,8400520974,0.850068,0.800641,2006,5,3,3,3,2,2
5,840,8400520975,0.610049,0.800641,2006,-5,-5,-5,-5,-5,2
5,840,8400520976,0.340027,0.800641,2006,7,3,3,4,1,2
5,840,8400520977,0.790063,0.800641,2006,7,3,3,3,2,2
5,840,8400520978,1.090087,0.800641,2006,7,1,3,1,1,2
5,840,8400520979,0.520042,0.800641,2006,8,-2,2,2,1,1
5,840,8400520980,0.460037,0.800641,2006,7,2,3,2,2,2
5,840,8400520981,1.240099,0.800641,2006,4,-5,-5,-5,-5,2
5,840,8400520982,0.450036,0.800641,2006,6,2,3,2,2,3
5,840,8400520983,0.470038,0.800641,2006,5,1,3,1,-2,2
5,840,8400520984,1.140091,0.800641,2006,3,2,4,2,1,2
5,840,8400520985,1.270102,0.800641,2006,-5,-5,-5,-5,-5,2
5,840,8400520986,1.160093,0.800641,2006,8,2,3,3,2,2
5,840,8400520987,0.400032,0.800641,2006,9,3,3,3,1,1
5,840,8400520988,0.550044,0.800641,2006,9,2,2,2,1,2
5,840,8400520989,0.510041,0.800641,2006,6,2,4,2,1,3
5,840,8400520990,0.170014,0.800641,2006,5,1,3,1,1,3
5,840,8400520991,2.640211,0.800641,2006,5,3,3,3,1,2
5,840,8400520992,1.13009,0.800641,2006,5,2,3,2,2,2
5,840,8400520993,0.400032,0.800641,2006,8,2,3,3,1,1
5,840,8400520994,0.230018,0.800641,2006,7,4,4,4,2,3
5,840,8400520995,0.740059,0.800641,2006,10,2,3,2,1,2
5,840,8400520996,0.180014,0.800641,2006,7,2,3,2,1,3
5,840,8400520997,0.670054,0.800641,2006,6,-5,-5,-5,-5,1
5,840,8400520998,0.230018,0.800641,2006,5,2,2,2,2,4
5,840,8400520999,0.62005,0.800641,2006,6,2,3,2,2,1
5,840,8400521000,1.630131,0.800641,2006,4,3,4,3,1,2
5,840,8400521001,0.780062,0.800641,2006,3,3,3,3,1,2
5,840,8400521002,0.950076,0.800641,2006,1,4,4,4,1,2
5,840,8400521003,0.690055,0.800641,2006,5,1,3,1,1,2
5,840,8400521004,3.810305,0.800641,2006,7,2,3,2,1,1
5,840,8400521005,1.13009,0.800641,2006,7,2,3,2,1,1
5,840,8400521006,0.62005,0.800641,2006,3,2,3,4,1,2
5,840,8400521007,0.560045,0.800641,2006,6,3,3,3,1,2
5,840,8400521008,1.150092,0.800641,2006,7,2,3,2,1,1
5,840,8400521009,1.220098,0.800641,2006,3,2,2,2,2,2
5,840,8400521010,0.62005,0.800641,2006,7,2,3,2,3,1
5,840,8400521011,0.740059,0.800641,2006,3,3,4,4,1,3
5,840,8400521012,0.460037,0.800641,2006,5,2,3,2,2,2
5,840,8400521013,0.650052,0.800641,2006,8,2,3,3,1,1
5,840,8400521014,1.270102,0.800641,2006,2,2,3,3,2,2
5,840,8400521015,0.670054,0.800641,2006,4,3,4,4,2,1
5,840,8400521016,0.490039,0.800641,2006,3,3,3,3,2,2
5,840,8400521017,0.340027,0.800641,2006,-5,-5,-5,-5,-5,2
5,840,8400521018,0.960077,0.800641,2006,7,2,3,2,1,2
5,840,8400521019,1.060085,0.800641,2006,5,1,-2,1,1,4
5,840,8400521020,0.460037,0.800641,2006,9,3,3,2,1,1
5,840,8400521021,0.550044,0.800641,2006,5,1,3,3,1,1
5,840,8400521022,2.020162,0.800641,2006,5,1,3,1,1,2
5,840,8400521023,0.720058,0.800641,2006,7,3,3,3,1,2
5,840,8400521024,0.87007,0.800641,2006,6,1,-2,1,1,2
5,840,8400521025,1.160093,0.800641,2006,5,2,3,3,1,1
5,840,8400521026,0.450036,0.800641,2006,9,2,3,3,2,2
5,840,8400521027,0.840067,0.800641,2006,4,3,3,3,1,3
5,840,8400521028,0.530042,0.800641,2006,7,2,2,2,1,2
5,840,8400521029,0.570046,0.800641,2006,6,2,3,2,1,2
5,840,8400521030,0.960077,0.800641,2006,4,2,3,2,1,2
5,840,8400521031,1.240099,0.800641,2006,6,2,3,2,2,1
5,840,8400521032,0.580046,0.800641,2006,-5,-5,-5,-5,-5,-2
5,840,8400521033,0.75006,0.800641,2006,7,1,2,2,1,1
5,840,8400521034,1.630131,0.800641,2006,8,1,3,2,1,2
5,840,8400521035,0.680054,0.800641,2006,9,2,3,2,2,2
5,840,8400521036,0.790063,0.800641,2006,5,4,4,4,2,2
5,840,8400521037,1.760141,0.800641,2006,7,1,4,3,1,2
5,840,8400521038,0.490039,0.800641,2006,4,2,2,2,-5,3
5,840,8400521039,0.540043,0.800641,2006,6,1,1,1,4,2
5,840,8400521040,0.220018,0.800641,2006,7,3,3,3,-2,2
5,840,8400521041,0.87007,0.800641,2006,1,4,4,4,2,4
5,840,8400521042,0.350028,0.800641,2006,8,1,3,1,1,2
5,840,8400521043,0.330026,0.800641,2006,8,2,3,1,2,2
5,840,8400521044,0.190015,0.800641,2006,8,2,3,2,1,3
5,840,8400521045,0.38003,0.800641,2006,7,1,3,3,3,2
5,840,8400521046,0.670054,0.800641,2006,7,2,3,2,3,2
5,840,8400521047,0.540043,0.800641,2006,5,4,4,4,1,3
5,840,8400521048,2.110169,0.800641,2006,1,4,3,2,1,3
5,840,8400521049,0.470038,0.800641,2006,4,-2,1,-2,1,3
5,840,8400521050,0.270022,0.800641,2006,6,2,3,2,2,3
5,840,8400521051,0.430034,0.800641,2006,8,2,3,2,1,3
5,840,8400521052,0.63005,0.800641,2006,9,1,4,1,1,2
5,840,8400521053,2.470198,0.800641,2006,4,2,4,2,1,1
5,840,8400521054,0.62005,0.800641,2006,7,3,3,2,3,2
5,840,8400521055,0.340027,0.800641,2006,7,2,3,2,1,2
5,840,8400521056,1.290103,0.800641,2006,7,2,3,3,2,2
5,840,8400521057,0.530042,0.800641,2006,9,1,3,2,2,2
5,840,8400521058,1.650132,0.800641,2006,5,2,-2,2,1,1
5,840,8400521059,0.970078,0.800641,2006,5,3,3,3,1,2
5,840,8400521060,0.720058,0.800641,2006,8,2,3,2,1,2
5,840,8400521061,0.360029,0.800641,2006,9,2,3,2,1,1
5,840,8400521062,0.520042,0.800641,2006,9,1,3,1,1,2
5,840,8400521063,0.730058,0.800641,2006,6,2,3,2,2,3
5,840,8400521064,0.430034,0.800641,2006,8,2,3,3,1,2
5,840,8400521065,1.260101,0.800641,2006,7,2,2,2,1,1
5,840,8400521066,0.650052,0.800641,2006,8,3,3,3,2,2
5,840,8400521067,1.580127,0.800641,2006,2,1,3,2,3,1
5,840,8400521068,0.520042,0.800641,2006,6,2,3,2,1,2
5,840,8400521069,3.810305,0.800641,2006,9,3,3,3,3,2
5,840,8400521070,0.62005,0.800641,2006,8,3,3,3,2,2
5,840,8400521071,0.740059,0.800641,2006,6,2,3,3,1,1
5,840,8400521072,0.640051,0.800641,2006,9,2,4,3,1,2
5,840,8400521073,0.330026,0.800641,2006,9,2,3,2,1,1
5,840,8400521074,0.430034,0.800641,2006,6,2,3,3,2,4
5,840,8400521075,1.280102,0.800641,2006,6,2,2,2,1,2
5,840,8400521076,1.030082,0.800641,2006,6,2,2,2,3,2
5,840,8400521077,1.530123,0.800641,2006,2,2,3,2,1,1
5,840,8400521078,0.890071,0.800641,2006,1,3,3,2,3,4
5,840,8400521079,0.480038,0.800641,2006,8,2,2,1,2,1
5,840,8400521080,0.88007,0.800641,2006,7,2,3,3,1,3
5,840,8400521081,1.540123,0.800641,2006,8,2,4,3,3,2
5,840,8400521082,0.610049,0.800641,2006,6,2,4,3,1,3
5,840,8400521083,0.50004,0.800641,2006,8,1,2,1,1,1
5,840,8400521084,0.560045,0.800641,2006,5,3,3,2,2,1
5,840,8400521085,0.560045,0.800641,2006,4,2,3,2,1,2
5,840,8400521086,0.480038,0.800641,2006,3,2,4,3,2,2
5,840,8400521087,0.62005,0.800641,2006,8,4,3,4,3,1
5,840,8400521088,0.560045,0.800641,2006,7,2,3,3,1,2
5,840,8400521089,1.270102,0.800641,2006,3,2,3,2,-5,2
5,840,8400521090,1.450116,0.800641,2006,8,2,3,2,1,1
5,840,8400521091,0.450036,0.800641,2006,6,2,3,2,1,2
5,840,8400521092,0.520042,0.800641,2006,7,3,3,3,1,1
5,840,8400521093,1.830147,0.800641,2006,6,2,3,2,2,1
5,840,8400521094,1.230098,0.800641,2006,5,1,2,1,1,2
5,840,8400521095,0.87007,0.800641,2006,9,2,3,2,1,2
5,840,8400521096,0.910073,0.800641,2006,4,2,3,3,1,2
5,840,8400521097,0.940075,0.800641,2006,4,2,2,2,-5,2
5,840,8400521098,0.680054,0.800641,2006,8,2,2,2,3,2
5,840,8400521099,2.350188,0.800641,2006,5,2,3,2,2,2
5,840,8400521100,0.460037,0.800641,2006,4,4,4,4,2,1
5,840,8400521101,0.580046,0.800641,2006,7,3,3,3,1,1
5,840,8400521102,0.600048,0.800641,2006,5,2,3,2,1,1
5,840,8400521103,1.900152,0.800641,2006,1,2,2,2,2,2
5,840,8400521104,0.580046,0.800641,2006,7,2,3,3,1,2
5,840,8400521105,1.760141,0.800641,2006,5,2,3,3,1,2
5,840,8400521106,1.400112,0.800641,2006,9,2,4,2,2,2
5,840,8400521107,0.920074,0.800641,2006,6,2,3,2,2,2
5,840,8400521108,0.470038,0.800641,2006,4,1,3,2,-5,1
5,840,8400521109,0.670054,0.800641,2006,6,3,3,3,2,2
5,840,8400521110,0.350028,0.800641,2006,8,1,3,1,1,1
5,840,8400521111,0.540043,0.800641,2006,8,1,2,1,1,2
5,840,8400521112,1.520122,0.800641,2006,5,2,4,2,3,2
5,840,8400521113,1.040083,0.800641,2006,4,2,3,2,2,1
5,840,8400521114,0.680054,0.800641,2006,8,1,-2,1,2,2
5,840,8400521115,0.690055,0.800641,2006,8,2,2,2,1,2
5,840,8400521116,0.560045,0.800641,2006,4,2,4,2,2,1
5,840,8400521117,0.320026,0.800641,2006,9,2,-2,2,1,1
5,840,8400521118,0.88007,0.800641,2006,1,3,4,3,1,2
5,840,8400521119,3.300264,0.800641,2006,6,2,2,2,1,4
5,840,8400521120,0.63005,0.800641,2006,5,4,4,4,1,3
5,840,8400521121,1.520122,0.800641,2006,8,3,2,3,1,3
5,840,8400521122,0.520042,0.800641,2006,9,2,-2,2,2,2
5,840,8400521123,0.460037,0.800641,2006,1,3,3,3,2,2
5,840,8400521124,0.650052,0.800641,2006,10,3,3,2,1,1
5,840,8400521125,1.360109,0.800641,2006,7,2,3,2,-5,2
5,840,8400521126,1.070086,0.800641,2006,5,1,4,1,1,1
5,840,8400521127,0.430034,0.800641,2006,8,2,3,3,3,1
5,840,8400521128,0.860069,0.800641,2006,3,2,3,3,1,2
5,840,8400521129,0.230018,0.800641,2006,2,2,4,4,1,2
5,840,8400521130,0.450036,0.800641,2006,1,2,3,2,1,3
5,840,8400521131,1.770142,0.800641,2006,2,4,3,4,1,3
5,840,8400521132,1.190095,0.800641,2006,6,2,3,3,1,2
5,840,8400521133,0.50004,0.800641,2006,10,2,4,2,1,2
5,840,8400521134,0.450036,0.800641,2006,7,4,4,4,1,1
5,840,8400521135,1.680135,0.800641,2006,3,2,2,3,1,2
5,840,8400521136,0.770062,0.800641,2006,8,2,3,2,1,1
5,840,8400521137,0.300024,0.800641,2006,5,2,3,2,2,2
5,840,8400521138,1.110089,0.800641,2006,4,2,3,3,1,1
5,840,8400521139,0.300024,0.800641,2006,6,2,4,1,1,1
5,840,8400521140,0.580046,0.800641,2006,1,2,3,2,1,1
5,840,8400521141,0.580046,0.800641,2006,6,2,3,2,1,2
5,840,8400521142,1.030082,0.800641,2006,7,2,3,2,2,3
5,840,8400521143,0.900072,0.800641,2006,10,2,3,3,1,1
5,840,8400521144,0.680054,0.800641,2006,1,2,3,2,1,2
5,840,8400521145,0.300024,0.800641,2006,1,3,3,3,1,3
5,840,8400521146,0.330026,0.800641,2006,4,2,3,2,2,2
5,840,8400521147,1.020082,0.800641,2006,6,3,3,1,2,1
5,840,8400521148,0.570046,0.800641,2006,7,2,3,2,1,3
5,840,8400521149,1.360109,0.800641,2006,2,1,2,1,1,2
5,840,8400521150,0.520042,0.800641,2006,8,1,3,2,1,1
5,840,8400521151,1.320106,0.800641,2006,1,2,3,2,1,1
5,840,8400521152,2.470198,0.800641,2006,1,4,4,4,3,1
5,840,8400521153,1.190095,0.800641,2006,1,4,4,4,1,2
5,840,8400521154,0.450036,0.800641,2006,8,2,3,2,1,1
5,840,8400521155,0.63005,0.800641,2006,6,2,2,2,1,1
5,840,8400521156,0.660053,0.800641,2006,5,4,4,4,1,2
5,840,8400521157,1.00008,0.800641,2006,7,2,3,2,1,3
5,840,8400521158,0.390031,0.800641,2006,9,2,3,2,1,2
5,840,8400521159,0.690055,0.800641,2006,10,1,3,2,1,3
5,840,8400521160,1.660133,0.800641,2006,7,2,3,2,1,4
5,840,8400521161,0.700056,0.800641,2006,5,2,3,3,2,3
5,840,8400521162,1.230098,0.800641,2006,8,2,3,2,1,2
5,840,8400521163,0.440035,0.800641,2006,7,2,3,2,2,2
5,840,8400521164,0.770062,0.800641,2006,7,3,3,2,1,1
5,840,8400521165,0.760061,0.800641,2006,3,2,2,2,1,2
5,840,8400521166,1.170094,0.800641,2006,4,2,3,3,1,3
5,840,8400521167,0.780062,0.800641,2006,7,1,3,2,1,2
5,840,8400521168,0.230018,0.800641,2006,7,2,2,2,1,2
5,840,8400521169,0.330026,0.800641,2006,7,2,2,2,1,2
5,840,8400521170,0.680054,0.800641,2006,6,2,4,3,1,3
5,840,8400521171,0.940075,0.800641,2006,8,2,2,2,1,1
5,840,8400521172,0.570046,0.800641,2006,7,2,2,2,1,2
5,840,8400521173,0.510041,0.800641,2006,9,2,3,3,1,2
5,840,8400521174,1.37011,0.800641,2006,7,2,2,2,1,2
5,840,8400521175,0.390031,0.800641,2006,5,2,3,3,2,4
5,840,8400521176,0.210017,0.800641,2006,3,2,2,3,1,2
5,840,8400521177,0.460037,0.800641,2006,9,1,3,3,1,1
5,840,8400521178,0.760061,0.800641,2006,8,1,3,2,1,2
5,840,8400521179,0.300024,0.800641,2006,10,1,2,3,1,2
5,840,8400521180,1.160093,0.800641,2006,7,2,3,2,1,1
5,840,8400521181,0.470038,0.800641,2006,7,2,3,3,1,1
5,840,8400521182,0.300024,0.800641,2006,5,2,3,2,2,2
5,840,8400521183,0.590047,0.800641,2006,7,3,4,3,1,2
5,840,8400521184,0.900072,0.800641,2006,5,2,3,3,2,2
5,840,8400521185,1.810145,0.800641,2006,8,2,2,2,1,2
5,840,8400521186,0.820066,0.800641,2006,7,2,3,3,1,1
