S002VS,S003,S007,S017,S018,S020,C006,E069_06,E069_07,E069_17,G006,A009
7,840,840722070,0.398511,0.385208,2017,7,2,4,2,4,2
7,840,840722071,0.493473,0.385208,2017,1,3,3,3,3,3
7,840,840722072,1.257186,0.385208,2017,7,1,2,2,1,1
7,840,840722073,0.822022,0.385208,2017,7,2,3,1,2,2
7,840,840722074,1.706775,0.385208,2017,7,1,3,2,1,3
7,840,840722075,0.489886,0.385208,2017,-2,-2,-2,-2,-2,-2
7,840,840722076,0.188261,0.385208,2017,6,2,3,1,1,3
7,840,840722077,1.230957,0.385208,2017,8,3,2,3,2,2
7,840,840722078,0.538806,0.385208,2017,6,2,2,2,-3,1
7,840,840722079,0.697288,0.385208,2017,8,2,4,2,2,1
7,840,840722080,0.9483,0.385208,2017,3,2,3,2,2,3
7,840,840722081,1.026714,0.385208,2017,8,2,3,2,2,2
7,840,840722082,0.686881,0.385208,2017,2,2,3,3,2,3
7,840,840722083,0.584419,0.385208,2017,6,2,3,2,3,3
7,840,840722084,0.674418,0.385208,2017,10,2,3,2,3,1
7,840,840722085,0.713525,0.385208,2017,8,2,3,2,3,1
7,840,840722086,0.663726,0.385208,2017,6,2,3,2,2,2
7,840,840722087,0.678702,0.385208,2017,1,2,4,4,3,4
7,840,840722088,0.27925,0.385208,2017,8,1,1,1,2,1
7,840,840722089,0.691946,0.385208,2017,8,1,4,2,1,2
7,840,840722090,1.545893,0.385208,2017,2,3,4,3,1,3
7,840,840722091,1.515356,0.385208,2017,8,1,3,1,3,1
7,840,840722092,0.616515,0.385208,2017,5,4,4,4,1,1
7,840,840722093,1.09585,0.385208,2017,7,3,3,2,1,2
7,840,840722094,3.452823,0.385208,2017,5,2,3,2,1,4
7,840,840722095,0.743055,0.385208,2017,8,4,4,4,-3,1
7,840,840722096,1.715765,0.385208,2017,1,4,4,4,3,2
7,840,840722097,1.364988,0.385208,2017,6,3,4,3,2,1
7,840,840722098,0.606287,0.385208,2017,3,1,3,1,1,3
7,840,840722099,0.421027,0.385208,2017,2,4,4,4,3,2
7,840,840722100,1.707027,0.385208,2017,3,3,3,3,3,2
7,840,840722101,1.048052,0.385208,2017,8,2,3,3,1,2
7,840,840722102,0.576089,0.385208,2017,3,2,4,3,3,2
7,840,840722103,1.356465,0.385208,2017,7,3,3,3,2,1
7,840,840722104,1.700963,0.385208,2017,5,3,4,3,2,2
7,840,840722105,2.52032,0.385208,2017,5,1,2,2,2,3
7,840,840722106,1.512441,0.385208,2017,4,3,3,3,2,3
7,840,840722107,0.452194,0.385208,2017,2,4,3,4,1,2
7,840,840722108,0.226123,0.385208,2017,6,3,4,2,2,2
7,840,840722109,0.615377,0.385208,2017,6,3,3,3,3,2
7,840,840722110,1.291386,0.385208,2017,7,3,3,3,1,2
7,840,840722111,1.314872,0.385208,2017,3,4,3,2,1,2
7,840,840722112,1.042287,0.385208,2017,7,2,4,4,1,3
7,840,840722113,1.763538,0.385208,2017,4,3,3,3,1,2
7,840,840722114,2.191788,0.385208,2017,8,1,2,2,4,2
7,840,840722115,2.023015,0.385208,2017,6,1,2,1,2,2
7,840,840722116,0.708573,0.385208,2017,7,3,3,2,2,2
7,840,840722117,0.54319,0.385208,2017,5,2,3,2,2,2
7,840,840722118,1.020377,0.385208,2017,6,2,3,2,2,4
7,840,840722119,0.794639,0.385208,2017,8,3,3,2,2,1
7,840,840722120,3.53566,0.385208,2017,8,2,4,2,1,2
7,840,840722121,0.936511,0.385208,2017,6,2,2,1,1,2
7,840,840722122,1.4277,0.385208,2017,6,1,4,2,1,2
7,840,840722123,0.912693,0.385208,2017,8,3,3,3,2,1
7,840,840722124,1.109837,0.385208,2017,5,3,3,3,3,3
7,840,840722125,0.837707,0.385208,2017,6,1,3,3,2,2
7,840,840722126,1.737896,0.385208,2017,10,2,3,2,1,2
7,840,840722127,0.713749,0.385208,2017,5,1,3,2,1,1
7,840,840722128,1.569057,0.385208,2017,5,3,3,3,1,2
7,840,840722129,1.111739,0.385208,2017,4,3,3,3,3,2
7,840,840722130,1.838615,0.385208,2017,9,2,3,2,1,1
7,840,840722131,0.58466,0.385208,2017,5,2,3,2,1,3
7,840,840722132,0.795115,0.385208,2017,7,2,3,2,3,2
7,840,840722133,3.357104,0.385208,2017,8,2,2,2,1,3
7,840,840722134,2.003467,0.385208,2017,5,1,4,3,1,3
7,840,840722135,0.86657,0.385208,2017,8,2,3,2,1,2
7,840,840722136,1.301428,0.385208,2017,1,1,2,2,4,2
7,840,840722137,2.699649,0.385208,2017,1,3,4,3,3,2
7,840,840722138,0.695495,0.385208,2017,4,3,3,3,3,1
7,840,840722139,0.850503,0.385208,2017,6,2,3,2,-3,1
7,840,840722140,3.614641,0.385208,2017,9,2,3,2,1,1
7,840,840722141,0.401493,0.385208,2017,2,4,4,4,4,3
7,840,840722142,1.219755,0.385208,2017,4,3,3,3,-2,3
7,840,840722143,1.176252,0.385208,2017,8,2,3,2,2,2
7,840,840722144,0.698251,0.385208,2017,6,2,3,2,2,4
7,840,840722145,0.638295,0.385208,2017,8,1,3,2,1,2
7,840,840722146,0.350209,0.385208,2017,7,2,2,2,2,1
7,840,840722147,1.357036,0.385208,2017,7,4,3,2,1,3
7,840,840722148,0.379013,0.385208,2017,5,3,4,2,3,2
7,840,840722149,0.635125,0.385208,2017,8,3,3,3,2,2
7,840,840722150,0.416895,0.385208,2017,4,2,3,2,2,3
7,840,840722151,0.229677,0.385208,2017,1,3,4,4,2,2
7,840,840722152,0.360006,0.385208,2017,6,-2,-2,-2,-2,2
7,840,840722153,0.914966,0.385208,2017,3,3,2,2,1,2
7,840,840722154,0.600449,0.385208,2017,6,2,4,3,4,2
7,840,840722155,0.507134,0.385208,2017,1,2,4,2,3,2
7,840,840722156,1.382602,0.385208,2017,7,3,3,3,2,2
7,840,840722157,0.690602,0.385208,2017,6,2,3,2,2,2
7,840,840722158,0.533742,0.385208,2017,3,3,3,3,3,4
7,840,840722159,0.611239,0.385208,2017,7,3,4,3,2,3
7,840,840722160,1.028959,0.385208,2017,6,3,3,3,2,2
7,840,840722161,0.964978,0.385208,2017,6,2,3,3,3,2
7,840,840722162,0.502949,0.385208,2017,6,2,3,2,1,3
7,840,840722163,0.437663,0.385208,2017,5,4,4,4,-3,3
7,840,840722164,1.332084,0.385208,2017,6,1,3,4,1,2
7,840,840722165,0.514921,0.385208,2017,1,2,4,3,1,3
7,840,840722166,0.331348,0.385208,2017,8,3,3,2,2,1
7,840,840722167,0.294906,0.385208,2017,7,2,2,2,1,1
7,840,840722168,0.423973,0.385208,2017,7,2,3,2,1,2
7,840,840722169,1.220555,0.385208,2017,6,1,3,3,1,1
7,840,840722170,1.133993,0.385208,2017,10,2,2,2,1,1
7,840,840722171,0.322159,0.385208,2017,1,4,4,4,4,4
7,840,840722172,0.598361,0.385208,2017,8,2,3,2,2,2
7,840,840722173,1.048361,0.385208,2017,2,3,3,2,1,3
7,840,840722174,1.191371,0.385208,2017,10,3,4,3,2,2
7,840,840722175,0.217574,0.385208,2017,7,2,3,2,1,2
7,840,840722176,1.872903,0.385208,2017,8,2,4,3,3,1
7,840,840722177,1.859179,0.385208,2017,3,4,4,4,1,3
7,840,840722178,0.631428,0.385208,2017,7,3,1,3,1,2
7,840,840722179,1.555201,0.385208,2017,9,3,3,3,1,3
7,840,840722180,0.713721,0.385208,2017,5,3,3,3,3,3
7,840,840722181,0.275208,0.385208,2017,5,2,3,2,2,2
7,840,840722182,0.692974,0.385208,2017,10,4,4,4,1,2
7,840,840722183,0.909094,0.385208,2017,6,2,3,2,2,2
7,840,840722184,0.263166,0.385208,2017,8,2,3,-2,4,3
7,840,840722185,1.031061,0.385208,2017,1,1,2,1,2,1
7,840,840722186,0.191818,0.385208,2017,5,2,3,2,1,1
7,840,840722187,0.323686,0.385208,2017,2,2,4,2,4,3
7,840,840722188,1.219745,0.385208,2017,5,3,3,3,1,2
7,840,840722189,1.160942,0.385208,2017,1,1,4,1,1,2
7,840,840722190,0.443316,0.385208,2017,4,1,1,1,1,1
7,840,840722191,0.641395,0.385208,2017,4,-2,3,3,3,2
7,840,840722192,1.091689,0.385208,2017,5,1,3,1,1,4
7,840,840722193,0.300898,0.385208,2017,1,3,3,3,2,1
7,840,840722194,0.583157,0.385208,2017,4,3,3,3,2,2
7,840,840722195,0.594718,0.385208,2017,9,2,3,2,1,1
7,840,840722196,0.63656,0.385208,2017,4,2,3,3,3,2
7,840,840722197,0.825464,0.385208,2017,1,3,4,4,4,2
7,840,840722198,0.218511,0.385208,2017,7,2,3,2,2,2
7,840,840722199,0.26138,0.385208,2017,5,2,3,2,3,2
7,840,840722200,0.363721,0.385208,2017,6,3,3,3,1,2
7,840,840722201,1.389651,0.385208,2017,5,2,2,2,3,3
7,840,840722202,0.914325,0.385208,2017,10,2,3,2,1,3
7,840,840722203,0.324033,0.385208,2017,4,3,4,3,3,2
7,840,840722204,2.003337,0.385208,2017,3,2,3,3,2,2
7,840,840722205,0.622019,0.385208,2017,8,1,1,1,2,3
7,840,840722206,1.978489,0.385208,2017,10,1,4,2,1,2
7,840,840722207,0.793814,0.385208,2017,10,3,4,4,1,2
7,840,840722208,0.361526,0.385208,2017,3,2,3,1,2,2
7,840,840722209,0.4039,0.385208,2017,1,2,3,2,4,3
7,840,840722210,0.721799,0.385208,2017,5,-2,4,-2,-3,2
7,840,840722211,1.257191,0.385208,2017,7,3,2,3,3,3
7,840,840722212,1.794162,0.385208,2017,8,2,3,2,2,3
7,840,840722213,0.417383,0.385208,2017,7,2,3,2,-3,3
7,840,840722214,0.362316,0.385208,2017,3,1,4,1,2,1
7,840,840722215,0.914416,0.385208,2017,8,2,4,2,1,1
7,840,840722216,1.748927,0.385208,2017,8,1,3,1,1,3
7,840,840722217,1.446071,0.385208,2017,7,2,2,2,2,3
7,840,840722218,0.644275,0.385208,2017,5,2,4,2,1,1
7,840,840722219,1.719333,0.385208,2017,8,1,3,1,2,3
7,840,840722220,1.473276,0.385208,2017,10,2,3,2,1,2
7,840,840722221,0.66578,0.385208,2017,8,1,2,1,-3,1
7,840,840722222,0.80445,0.385208,2017,7,2,3,2,2,2
7,840,840722223,0.424692,0.385208,2017,5,2,4,2,3,4
7,840,840722224,0.296977,0.385208,2017,5,2,3,3,2,3
7,840,840722225,0.386604,0.385208,2017,6,4,3,3,2,2
7,840,840722226,1.389651,0.385208,2017,8,3,4,1,2,2
7,840,840722227,1.205457,0.385208,2017,7,3,3,3,2,3
7,840,840722228,2.20049,0.385208,2017,5,3,3,3,3,3
7,840,840722229,0.989413,0.385208,2017,6,3,3,3,2,3
7,840,840722230,2.239022,0.385208,2017,6,3,4,3,3,3
7,840,840722231,1.452332,0.385208,2017,9,2,3,2,2,2
7,840,840722232,1.872915,0.385208,2017,5,3,3,3,1,2
7,840,840722233,0.218349,0.385208,2017,10,3,3,3,4,4
7,840,840722234,0.185369,0.385208,2017,7,2,4,2,4,1
7,840,840722235,1.008326,0.385208,2017,10,2,4,2,1,1
7,840,840722236,0.901142,0.385208,2017,6,2,3,2,2,2
7,840,840722237,0.385004,0.385208,2017,7,2,2,1,3,2
7,840,840722238,0.500864,0.385208,2017,6,2,3,2,1,1
7,840,840722239,0.577503,0.385208,2017,8,2,2,2,4,2
7,840,840722240,0.287026,0.385208,2017,8,4,4,3,3,3
7,840,840722241,0.356437,0.385208,2017,3,1,2,1,1,4
7,840,840722242,1.008506,0.385208,2017,4,2,3,3,2,2
7,840,840722243,0.608829,0.385208,2017,2,3,3,4,4,2
7,840,840722244,1.051703,0.385208,2017,5,2,3,2,1,2
7,840,840722245,2.043904,0.385208,2017,7,2,3,2,2,2
7,840,840722246,1.295823,0.385208,2017,8,3,3,2,2,2
7,840,840722247,1.819749,0.385208,2017,8,2,3,2,-3,3
7,840,840722248,1.294508,0.385208,2017,1,1,3,1,-2,2
7,840,840722249,0.442361,0.385208,2017,8,1,3,3,1,1
7,840,840722250,0.719475,0.385208,2017,7,2,3,2,1,1
7,840,840722251,0.698539,0.385208,2017,5,3,4,3,1,2
7,840,840722252,2.898527,0.385208,2017,8,2,2,2,2,2
7,840,840722253,0.553749,0.385208,2017,6,2,4,2,1,2
7,840,840722254,0.49843,0.385208,2017,7,4,3,3,1,1
7,840,840722255,0.796724,0.385208,2017,2,1,3,4,1,3
7,840,840722256,0.698929,0.385208,2017,8,1,2,2,1,1
7,840,840722257,0.890612,0.385208,2017,4,2,3,3,1,3
7,840,840722258,0.618383,0.385208,2017,4,3,3,2,3,2
7,840,840722259,0.510881,0.385208,2017,6,1,4,1,1,1
7,840,840722260,1.09736,0.385208,2017,5,3,3,3,3,3
7,840,840722261,0.736976,0.385208,2017,3,2,4,3,1,3
7,840,840722262,1.657713,0.385208,2017,6,2,2,2,-3,2
7,840,840722263,0.989432,0.385208,2017,7,2,4,3,2,1
7,840,840722264,0.272074,0.385208,2017,5,4,4,3,3,2
7,840,840722265,0.744899,0.385208,2017,1,2,3,2,1,3
7,840,840722266,1.286712,0.385208,2017,10,2,4,3,1,2
7,840,840722267,1.773341,0.385208,2017,9,4,3,3,1,2
7,840,840722268,1.34958,0.385208,2017,4,2,3,2,2,3
7,840,840722269,1.028584,0.385208,2017,7,2,2,1,1,1
7,840,840722270,0.604802,0.385208,2017,-2,1,2,2,1,2
7,840,840722271,0.902706,0.385208,2017,10,2,2,2,1,3
7,840,840722272,1.584898,0.385208,2017,5,1,3,1,1,4
7,840,840722273,2.531157,0.385208,2017,8,1,3,2,4,1
7,840,840722274,1.639449,0.385208,2017,6,3,3,2,4,2
7,840,840722275,0.678551,0.385208,2017,7,2,2,3,2,2
7,840,840722276,0.761395,0.385208,2017,7,3,3,3,2,3
7,840,840722277,0.799444,0.385208,2017,7,2,3,2,1,3
7,840,840722278,2.02258,0.385208,2017,5,3,4,3,3,2
7,840,840722279,0.711143,0.385208,2017,8,2,3,1,1,2
7,840,840722280,0.795614,0.385208,2017,4,3,4,4,1,1
7,840,840722281,1.123404,0.385208,2017,7,3,3,3,3,2
7,840,840722282,0.132232,0.385208,2017,1,2,4,3,4,4
7,840,840722283,0.683766,0.385208,2017,1,2,3,2,1,4
7,840,840722284,0.282965,0.385208,2017,7,2,3,2,1,2
7,840,840722285,1.14868,0.385208,2017,4,4,4,4,2,2
7,840,840722286,0.769996,0.385208,2017,3,2,1,-2,3,2
7,840,840722287,3.729686,0.385208,2017,3,1,-2,2,1,1
7,840,840722288,0.492035,0.385208,2017,7,3,3,3,2,2
7,840,840722289,0.732621,0.385208,2017,1,3,3,-1,1,2
7,840,840722290,0.345096,0.385208,2017,10,2,3,1,1,1
7,840,840722291,0.616037,0.385208,2017,7,3,3,2,2,2
7,840,840722292,0.231948,0.385208,2017,6,3,4,2,3,2
7,840,840722293,1.016766,0.385208,2017,9,2,3,2,-3,2
7,840,840722294,1.199076,0.385208,2017,4,3,3,2,1,3
7,840,840722295,0.864978,0.385208,2017,6,3,3,3,1,2
7,840,840722296,0.6506,0.385208,2017,9,3,4,3,2,2
7,840,840722297,0.936044,0.385208,2017,3,3,4,2,2,3
7,840,840722298,0.606367,0.385208,2017,10,4,4,3,3,3
7,840,840722299,1.122259,0.385208,2017,4,1,3,2,2,2
7,840,840722300,0.246521,0.385208,2017,7,2,3,1,2,2
7,840,840722301,0.525668,0.385208,2017,6,2,2,1,3,3
7,840,840722302,1.472058,0.385208,2017,7,1,1,1,1,3
7,840,840722303,0.537734,0.385208,2017,3,3,3,2,3,1
7,840,840722304,0.723519,0.385208,2017,6,3,3,2,1,2
7,840,840722305,1.472651,0.385208,2017,8,3,2,2,2,1
7,840,840722306,0.629053,0.385208,2017,5,2,3,3,1,2
7,840,840722307,0.276654,0.385208,2017,1,2,3,2,1,2
7,840,840722308,0.917393,0.385208,2017,8,2,3,2,1,2
7,840,840722309,1.500415,0.385208,2017,5,2,4,2,4,5
7,840,840722310,0.783395,0.385208,2017,9,2,3,3,2,3
7,840,840722311,0.513376,0.385208,2017,7,2,3,2,2,2
7,840,840722312,1.820767,0.385208,2017,4,3,3,3,-2,3
7,840,840722313,0.868905,0.385208,2017,7,2,2,2,2,1
7,840,840722314,0.175268,0.385208,2017,8,2,4,3,2,2
7,840,840722315,0.398188,0.385208,2017,6,2,3,2,2,2
7,840,840722316,2.705488,0.385208,2017,4,3,3,2,3,3
7,840,840722317,1.12956,0.385208,2017,6,1,3,3,1,1
7,840,840722318,1.283396,0.385208,2017,7,1,2,1,1,2
7,840,840722319,2.236647,0.385208,2017,6,3,4,3,3,3
7,840,840722320,0.805672,0.385208,2017,8,2,3,2,1,1
7,840,840722321,0.96779,0.385208,2017,10,2,3,3,1,1
7,840,840722322,0.468051,0.385208,2017,1,2,4,2,2,2
7,840,840722323,1.239682,0.385208,2017,4,3,3,3,2,2
7,840,840722324,0.789529,0.385208,2017,4,4,4,4,4,2
7,840,840722325,1.565317,0.385208,2017,1,1,4,1,2,1
7,840,840722326,0.23046,0.385208,2017,5,2,2,2,2,2
7,840,840722327,0.274389,0.385208,2017,7,2,3,3,-3,2
7,840,840722328,0.547937,0.385208,2017,7,2,4,3,2,3
7,840,840722329,0.82912,0.385208,2017,5,3,3,3,3,3
7,840,840722330,0.5145,0.385208,2017,2,2,4,2,1,1
7,840,840722331,1.084746,0.385208,2017,1,3,4,3,2,3
7,840,840722332,2.326588,0.385208,2017,3,2,4,2,-3,2
7,840,840722333,1.52586,0.385208,2017,3,1,3,2,1,2
7,840,840722334,1.177846,0.385208,2017,3,2,3,3,2,3
7,840,840722335,1.037279,0.385208,2017,4,2,3,2,3,2
7,840,840722336,0.171363,0.385208,2017,5,3,4,3,3,3
7,840,840722337,0.731823,0.385208,2017,7,3,4,2,2,2
7,840,840722338,0.560852,0.385208,2017,1,4,4,4,4,5
7,840,840722339,2.742433,0.385208,2017,10,1,1,1,1,1
7,840,840722340,0.972418,0.385208,2017,4,1,3,1,1,1
7,840,840722341,0.767643,0.385208,2017,7,3,3,3,4,1
7,840,840722342,0.527827,0.385208,2017,7,3,3,3,2,2
7,840,840722343,0.675713,0.385208,2017,6,2,3,2,2,2
7,840,840722344,1.119888,0.385208,2017,5,2,4,1,4,1
7,840,840722345,1.000715,0.385208,2017,-2,-2,-2,-2,-2,-2
7,840,840722346,0.539443,0.385208,2017,7,2,3,2,2,2
7,840,840722347,1.055679,0.385208,2017,10,1,3,1,1,1
7,840,840722348,0.696418,0.385208,2017,5,3,3,2,2,1
7,840,840722349,0.514948,0.385208,2017,4,3,4,4,2,2
7,840,840722350,0.194176,0.385208,2017,6,1,3,3,2,1
7,840,840722351,0.353405,0.385208,2017,-2,4,2,1,3,1
7,840,840722352,0.487142,0.385208,2017,5,4,4,4,4,2
7,840,840722353,0.846564,0.385208,2017,4,2,2,2,2,2
7,840,840722354,0.350237,0.385208,2017,5,2,3,2,2,3
7,840,840722355,1.756335,0.385208,2017,1,3,3,1,-3,1
7,840,840722356,0.299644,0.385208,2017,4,3,3,3,3,2
7,840,840722357,0.543414,0.385208,2017,7,4,3,3,2,2
7,840,840722358,1.30418,0.385208,2017,8,3,3,3,2,2
7,840,840722359,0.348429,0.385208,2017,5,2,3,1,2,3
7,840,840722360,0.616536,0.385208,2017,8,2,3,2,1,1
7,840,840722361,0.418596,0.385208,2017,1,1,3,1,2,2
7,840,840722362,0.610353,0.385208,2017,8,2,4,3,1,1
7,840,840722363,2.537217,0.385208,2017,5,1,4,2,1,1
7,840,840722364,0.787885,0.385208,2017,5,3,3,2,2,2
7,840,840722365,1.324553,0.385208,2017,4,3,3,3,2,3
7,840,840722366,1.629814,0.385208,2017,4,1,3,2,1,5
7,840,840722367,0.972418,0.385208,2017,6,2,2,1,2,2
7,840,840722368,1.45649,0.385208,2017,10,1,4,1,1,1
7,840,840722369,0.384603,0.385208,2017,7,2,3,2,1,1
7,840,840722370,0.270499,0.385208,2017,6,2,3,3,2,2
7,840,840722371,2.883015,0.385208,2017,9,2,4,3,1,4
7,840,840722372,0.938855,0.385208,2017,7,2,3,2,2,2
7,840,840722373,1.000578,0.385208,2017,8,2,3,3,1,2
7,840,840722374,0.313445,0.385208,2017,5,3,3,3,2,3
7,840,840722375,0.626551,0.385208,2017,5,3,4,2,4,3
7,840,840722376,0.470114,0.385208,2017,5,2,3,2,2,2
7,840,840722377,1.545568,0.385208,2017,10,3,2,2,3,1
7,840,840722378,1.211516,0.385208,2017,4,2,3,3,3,1
7,840,840722379,0.842114,0.385208,2017,3,2,3,3,2,2
7,840,840722380,0.374996,0.385208,2017,2,3,3,2,3,3
7,840,840722381,0.896362,0.385208,2017,6,2,3,2,1,2
7,840,840722382,0.797811,0.385208,2017,6,3,4,2,3,2
7,840,840722383,0.557081,0.385208,2017,7,4,4,4,2,2
7,840,840722384,0.411276,0.385208,2017,9,1,3,1,1,4
7,840,840722385,1.270731,0.385208,2017,6,2,3,3,1,2
7,840,840722386,0.481412,0.385208,2017,5,3,3,3,4,2
7,840,840722387,0.281143,0.385208,2017,5,2,2,2,1,1
7,840,840722388,0.568215,0.385208,2017,2,4,3,4,3,3
7,840,840722389,0.536247,0.385208,2017,6,2,3,3,1,2
7,840,840722390,0.18401,0.385208,2017,6,2,4,2,2,2
7,840,840722391,2.069381,0.385208,2017,9,1,-2,2,1,1
7,840,840722392,0.513376,0.385208,2017,7,2,3,2,2,2
7,840,840722393,0.352378,0.385208,2017,3,2,3,2,1,3
7,840,840722394,0.406442,0.385208,2017,6,2,4,2,1,3
7,840,840722395,0.465886,0.385208,2017,8,3,3,3,3,2
7,840,840722396,0.213843,0.385208,2017,2,3,4,3,2,3
7,840,840722397,1.167746,0.385208,2017,9,3,3,2,1,2
7,840,840722398,1.391526,0.385208,2017,6,2,3,2,3,2
7,840,840722399,3.110602,0.385208,2017,7,3,-2,2,-2,2
7,840,840722400,0.368868,0.385208,2017,3,4,3,4,3,2
7,840,840722401,0.736918,0.385208,2017,9,3,2,3,2,1
7,840,840722402,1.501375,0.385208,2017,8,2,2,3,1,2
7,840,840722403,0.413765,0.385208,2017,9,3,4,3,2,2
7,840,840722404,1.515769,0.385208,2017,7,3,3,3,2,1
7,840,840722405,1.115281,0.385208,2017,4,3,3,2,1,1
7,840,840722406,0.968303,0.385208,2017,1,2,4,3,3,2
7,840,840722407,0.929665,0.385208,2017,6,3,3,3,2,2
7,840,840722408,0.40707,0.385208,2017,7,1,3,2,1,2
7,840,840722409,0.72783,0.385208,2017,8,3,3,3,1,2
7,840,840722410,0.726097,0.385208,2017,6,1,3,1,1,2
7,840,840722411,0.596378,0.385208,2017,4,3,4,4,3,3
7,840,840722412,1.079244,0.385208,2017,4,2,3,2,1,3
7,840,840722413,0.433325,0.385208,2017,8,2,3,2,2,2
7,840,840722414,0.457236,0.385208,2017,1,3,4,3,1,2
7,840,840722415,2.166117,0.385208,2017,6,3,3,3,1,2
7,840,840722416,0.793429,0.385208,2017,4,2,3,2,1,3
7,840,840722417,1.028376,0.385208,2017,5,3,3,3,1,3
7,840,840722418,1.97951,0.385208,2017,5,1,1,1,1,3
7,840,840722419,0.13288,0.385208,2017,9,3,3,2,1,1
7,840,840722420,0.39402,0.385208,2017,6,4,3,3,2,3
7,840,840722421,1.239427,0.385208,2017,4,1,3,2,2,1
7,840,840722422,1.195574,0.385208,2017,7,1,2,2,2,3
7,840,840722423,0.458183,0.385208,2017,2,3,4,2,3,2
7,840,840722424,0.784983,0.385208,2017,5,3,3,3,3,2
7,840,840722425,0.55919,0.385208,2017,8,2,3,3,1,1
7,840,840722426,0.388778,0.385208,2017,9,2,3,2,1,2
7,840,840722427,0.644621,0.385208,2017,7,2,3,2,3,2
7,840,840722428,0.445824,0.385208,2017,10,1,4,1,-3,2
7,840,840722429,0.33973,0.385208,2017,4,2,3,2,1,1
7,840,840722430,0.557222,0.385208,2017,8,2,3,2,2,2
7,840,840722431,2.177495,0.385208,2017,5,4,3,3,3,2
7,840,840722432,0.567848,0.385208,2017,3,2,3,2,3,3
7,840,840722433,1.037242,0.385208,2017,8,2,3,3,2,1
7,840,840722434,0.464658,0.385208,2017,8,2,3,2,1,1
7,840,840722435,1.986321,0.385208,2017,9,2,2,3,1,3
7,840,840722436,0.607365,0.385208,2017,6,2,2,2,1,3
7,840,840722437,0.587236,0.385208,2017,6,4,4,4,3,2
7,840,840722438,0.427154,0.385208,2017,9,2,4,4,4,2
7,840,840722439,0.408793,0.385208,2017,5,3,3,4,1,2
7,840,840722440,1.083228,0.385208,2017,8,2,2,2,2,2
7,840,840722441,0.24149,0.385208,2017,1,2,4,2,3,3
7,840,840722442,0.885512,0.385208,2017,5,3,3,3,2,3
7,840,840722443,0.467185,0.385208,2017,1,4,4,4,1,3
7,840,840722444,0.216639,0.385208,2017,7,2,3,2,2,2
7,840,840722445,0.640865,0.385208,2017,6,3,3,3,1,4
7,840,840722446,0.944089,0.385208,2017,9,4,4,4,1,1
7,840,840722447,1.508419,0.385208,2017,5,1,3,1,1,1
7,840,840722448,0.904133,0.385208,2017,10,3,3,3,2,2
7,840,840722449,1.135727,0.385208,2017,10,4,4,4,3,2
7,840,840722450,1.426563,0.385208,2017,7,3,3,3,3,2
7,840,840722451,1.596602,0.385208,2017,4,2,4,3,2,2
7,840,840722452,0.575886,0.385208,2017,10,3,4,3,2,2
7,840,840722453,3.133887,0.385208,2017,9,2,3,2,1,1
7,840,840722454,0.422478,0.385208,2017,2,2,3,3,1,3
7,840,840722455,0.607365,0.385208,2017,6,2,3,1,2,2
7,840,840722456,0.329278,0.385208,2017,8,2,3,2,-3,1
7,840,840722457,0.496515,0.385208,2017,8,1,2,3,2,2
7,840,840722458,0.591927,0.385208,2017,9,2,3,3,1,2
7,840,840722459,1.540196,0.385208,2017,7,3,3,2,1,2
7,840,840722460,0.842714,0.385208,2017,8,2,2,2,1,2
7,840,840722461,0.443268,0.385208,2017,5,3,3,3,3,2
7,840,840722462,0.538274,0.385208,2017,8,2,3,3,2,3
7,840,840722463,0.973988,0.385208,2017,7,2,3,3,1,1
7,840,840722464,0.924098,0.385208,2017,7,2,4,2,1,4
7,840,840722465,0.788087,0.385208,2017,9,3,3,3,-2,1
7,840,840722466,0.311834,0.385208,2017,8,3,3,3,2,2
7,840,840722467,0.188271,0.385208,2017,1,2,4,4,4,1
7,840,840722468,0.597222,0.385208,2017,8,2,2,2,1,3
7,840,840722469,1.011451,0.385208,2017,8,3,4,4,1,4
7,840,840722470,0.75806,0.385208,2017,1,4,4,4,4,2
7,840,840722471,0.807008,0.385208,2017,1,2,3,3,4,2
7,840,840722472,1.080719,0.385208,2017,7,2,3,2,1,2
7,840,840722473,3.775113,0.385208,2017,3,2,3,2,2,1
7,840,840722474,3.018978,0.385208,2017,8,1,3,2,2,2
7,840,840722475,0.999242,0.385208,2017,6,4,4,4,1,1
7,840,840722476,0.637508,0.385208,2017,8,2,3,3,2,1
7,840,840722477,0.532653,0.385208,2017,8,3,3,-2,1,2
7,840,840722478,0.748156,0.385208,2017,7,1,2,1,1,2
7,840,840722479,0.990286,0.385208,2017,9,3,3,2,3,1
7,840,840722480,0.874514,0.385208,2017,1,2,4,2,1,2
7,840,840722481,0.411858,0.385208,2017,6,2,3,2,3,3
7,840,840722482,1.597629,0.385208,2017,8,2,3,3,2,3
7,840,840722483,0.445939,0.385208,2017,3,2,3,3,1,2
7,840,840722484,2.539784,0.385208,2017,5,1,4,1,1,2
7,840,840722485,0.402766,0.385208,2017,6,2,4,2,1,2
7,840,840722486,0.312291,0.385208,2017,5,3,3,3,3,2
7,840,840722487,0.242659,0.385208,2017,5,2,2,2,-3,1
7,840,840722488,0.277613,0.385208,2017,5,4,4,4,3,3
7,840,840722489,0.510056,0.385208,2017,7,1,4,1,1,1
7,840,840722490,1.666401,0.385208,2017,8,2,4,2,2,2
