release_year_month,Health,Justice,Money,Police,Politics,topic_share_5,topic_share_6,topic_share_7,topic_share_8,topic_share_9
2005-06-01,0.00873325984737358,0.016662726470358994,0.541076881343746,0.17573649312825426,0.023531439749148866,0.008852223943657573,0.10127362984715653,0.06251466472384296,0.04847677139907073,0.013141909547390562
2005-07-01,0.01954324524228076,0.056936912413025696,0.38057735016513733,0.0033083078493432875,0.026729885547688237,0.016029169041317733,0.2864644369620936,0.07979664339869827,0.11779443273970103,0.012819616640714097
2005-08-01,0.010031887091630859,0.032848094300124336,0.284791274684636,0.05530775104920247,0.0014831947920113384,0.01582398986093111,0.1561636658832387,0.23557881556742868,0.20758791764683004,0.00038340912396644554
2005-09-01,0.0017877076624462482,0.021816150139016766,0.46603324657529166,0.003504973137348893,0.15266824890443909,0.01836584146465317,0.13406255244297172,0.10915801716449833,0.08317762365375075,0.00942563885558336
2005-10-01,0.0016393116037534546,0.07467761604695905,0.4191243629646128,0.006146708499499406,0.11313679055843906,0.02554353990256545,0.21660283691087015,0.12286023056228794,0.019974831589239482,0.0002937713617732272
2005-11-01,0.0004678806218620808,0.0032417844585450016,0.445146270341707,0.0020385477888845305,0.2726049026750112,0.034894679653256044,0.08723338381341081,0.06787594630146901,0.08624112293121922,0.00025548141463514236
2005-12-01,0.011806877902936408,0.15015927938748241,0.2877191610580448,0.01165036713434281,0.006357051949766792,0.01795228452471704,0.16919754711855745,0.21234190096228678,0.12447275621163231,0.008342773750233219
2006-01-01,0.05582515043871971,0.01097145772249226,0.4268159785245483,0.0006540776807107549,0.033690018966555386,0.01064148023334192,0.29579207643542377,0.13122328038959358,0.030501510906335346,0.003884968702278969
2006-02-01,0.0005053589634911468,0.08906947639085315,0.44476929733251147,0.0012918894476471121,0.0015333787679347327,0.021536075606764845,0.18683837095541803,0.1339839985026715,0.09585957353471716,0.02461258049799086
2006-03-01,0.0004893609150689465,0.0036141319408565216,0.5719692961565179,0.2552303813028322,0.009830385874261535,0.0035475437315415064,0.05679717423671468,0.05853075413226611,0.039723761166121294,0.0002672105438192168
2006-04-01,0.024168475291122565,0.09004264054590011,0.43394681748566893,0.02355328774365648,0.021164555509669288,0.033122750236082535,0.1070687245144972,0.09119478456424984,0.1733658798794232,0.0023720842297298836
2006-05-01,0.07533865683714168,0.024562402684593837,0.4818263776663712,0.0043339209224746034,0.057074511166961814,0.034315130942642116,0.13820303184781546,0.1182765183951575,0.06310007147882421,0.0029693780580175556
2006-06-01,0.013593475902334645,0.0025425693950225804,0.39454231762650444,0.006886774965743165,0.025264427804742928,0.00554121523101876,0.26911596219370476,0.14349115942220847,0.12522586201658492,0.013796235442135329
2006-07-01,0.005200613346142962,0.04450940932363995,0.4633416050690387,0.07038004726294998,0.047418989919356856,0.016643667573654423,0.20450355584430974,0.07532378241096364,0.072086428721322,0.0005919005286217402
2006-08-01,0.0004958955394863444,0.0018440030462648983,0.29461316963079515,0.13624656586197534,0.0035589081171524526,0.01657223708047512,0.34796084987409087,0.14844894078675713,0.04401374534576702,0.006245684717235684
2006-09-01,0.0322689562235115,0.000260269572206148,0.3690992169954262,0.0016496212805104874,0.1829852984010077,0.02084822267168557,0.1575554921844115,0.11602839995037324,0.1190246577278948,0.0002798649929728389
2006-10-01,0.007805987636698457,0.005892854428834092,0.5125455867102013,0.0826247446417738,0.053494316773552354,0.02676387574812711,0.1348332776716045,0.08666211305362718,0.05526687587400573,0.034110367461575454
2006-11-01,0.02136267073761205,0.021919365600086026,0.44439832920397715,0.007430190028554811,0.00829269809650392,0.01718152836789138,0.14216564953496008,0.27576750457785093,0.055544319763115836,0.005937744089447842
2006-12-01,0.0017384857962647734,0.0025326831664159053,0.1590154184939317,0.07419606431878566,0.38186076884085457,0.011033315576623869,0.2412221757730285,0.037813961726357474,0.0880596098040523,0.002527516503685268
2007-01-01,0.000658829488499765,0.04713518330398318,0.4310166445423688,0.0018290955872048305,0.001737611735254281,0.0971342536090141,0.09762240425645939,0.09229925157698321,0.10800753994905869,0.12255918595117374
2007-02-01,0.023237950795184086,0.0030493467174027866,0.37788566660309053,0.09243293078456324,0.03502419519740487,0.04650455689434561,0.22899975903156222,0.0895730997088557,0.07048866069927166,0.03280383356831927
2007-03-01,0.0019361140829307949,0.10363079009485895,0.4483818277490642,0.0564199160502959,0.01256308140300047,0.16714809627849103,0.07988839878212847,0.10834706033698127,0.021429894083609995,0.00025482113863887975
2007-04-01,0.00055885335222637,0.000283789930054114,0.2663352008347972,0.24981561729723387,0.000526725918088591,0.004191403448732304,0.04315541624514331,0.4153050480395383,0.001898765677708097,0.01792917925647778
2007-05-01,0.029694891019033057,0.0033366602808058343,0.429439068541736,0.03627047774937371,0.02330403423973371,0.062158720576677956,0.18989293500642662,0.09445169368789999,0.01990433313288357,0.11154718576542952
2007-06-01,0.0005213032074048131,0.005464991952759683,0.26380184278043456,0.07487184540901562,0.0004913344121658346,0.20638587458526872,0.26957965097259295,0.15301016605580675,0.020554101614871024,0.00531888900968005
2007-07-01,0.008413381256888097,0.09477014573354284,0.4399031822364835,0.016407021393491823,0.0005691822807798526,0.005290058555492739,0.29963600779490923,0.09233867092394894,0.042342596729342756,0.0003297530951202386
2007-08-01,0.00241614577041267,0.0062008046031362014,0.40558149903531804,0.0006253205971063746,0.013556233647685175,0.013595067503072407,0.3724626569131417,0.10156381504257116,0.08365411547560427,0.00034434141195205056
2007-09-01,0.012526595925846996,0.0003053407566393772,0.30935873853066675,0.056285422424380935,0.06805729638365374,0.002219754031860011,0.2120883626924245,0.09252641428658959,0.14730614851704144,0.09932592645089663
2007-10-01,0.11765317413900012,0.06745781430066657,0.4133164770243204,0.07536238980975574,0.02040752260318066,0.022803200518299954,0.18246777359480343,0.05501853591399651,0.04328130290128196,0.002231809194694677
2007-11-01,0.018964682479684306,0.0002761260199876932,0.31376216239119303,0.12380133379739683,0.006931421878498532,0.05986281358869843,0.1906351219184553,0.19378677404174477,0.09014745345007115,0.0018321104342699436
2007-12-01,0.0007120064066102906,0.0679310089933973,0.39528622804320696,0.31190889801996996,0.004666567772462023,0.005062976362020587,0.07809108265470543,0.06563886987070891,0.04934464005353072,0.021357721823387826
2008-01-01,0.0006892344175752793,0.0010815169777629828,0.6223624424261291,0.004684281685590268,0.0020549768227792506,0.013398810694959802,0.1273349010434386,0.14299717170677395,0.08502031480922065,0.0003763494157701233
2008-02-01,0.06304034480200643,0.018880220137818465,0.34662274737826654,0.11706761358635605,0.000553771693756763,0.0023954787121215275,0.18175411319614887,0.19874822807047154,0.07061665738355484,0.0003208250394989576
2008-03-01,0.032319107112799166,0.0012523014274512926,0.2828640976352682,0.24571832779376432,0.0010881583348602221,0.03915389244782738,0.0781058763505902,0.21366008103008116,0.10561191680722853,0.0002262410601295026
2008-04-01,0.012098032430611761,0.025033163935007825,0.5364518662902631,0.0017149530924323146,0.010255826396601922,0.01694531118095875,0.1688396994864318,0.07480050637901686,0.0920100065764383,0.06185063423223732
2008-05-01,0.0032807200402129675,0.0013099562607713296,0.12215360228915433,0.003622089353343375,0.0004818015704005104,0.1571525779785603,0.493826374107114,0.1777364626041216,0.039360204895727696,0.0010762109005939013
2008-06-01,0.07618113470099476,0.03561027582615606,0.2621688249656571,0.08057155675615017,0.19168722454029946,0.03587630356654752,0.13665449031536717,0.055583044800680305,0.06821599192751217,0.05745115260063533
2008-07-01,0.0005559436075394184,0.00028231234427436103,0.5178738963119252,0.09233135244778214,0.0005239834352701663,0.03376270104428172,0.06194578562439211,0.1163264201794188,0.17609403765959344,0.0003035673455226434
2008-08-01,0.052584889636210164,0.0002575412544793233,0.3228377226439248,0.01772225932800988,0.04537314951263319,0.13128785388892286,0.10497361954280202,0.25293290908892285,0.07080511730989042,0.001224937794204532
2008-09-01,0.032579033378895374,0.016466626810590572,0.3529372287351892,0.01922589959700963,0.024415579732962638,0.04165777349785574,0.22858949756303248,0.17336449954843897,0.05236525539735365,0.05839860573867179
2008-10-01,0.00200577266627387,0.0003272589350035128,0.5827913498254884,0.0006390431315731054,0.0020038082862087318,0.004024815310833501,0.08555802952013274,0.10436144174064688,0.08165319291788006,0.13663528766595917
2008-11-01,0.003629605743246316,0.02945410678393697,0.4001470126055069,0.003305341603534701,0.07655889493779706,0.0337552132717964,0.133641064711468,0.20989685456215623,0.10654644133821113,0.0030654644423463375
2008-12-01,0.039954631836673735,0.00030149427009708166,0.2905003997335189,0.1265830691903374,0.11165998485901174,0.05671005896122705,0.19125571056043664,0.03549325085510434,0.03921154601512681,0.10832985371846633
2009-01-01,0.01209079437929586,0.003398863757072905,0.404690346574437,0.19342445643341238,0.0991406914974149,0.017333507947676786,0.09673592470587147,0.1115459675524057,0.02999928462507609,0.03164016252733696
2009-02-01,0.0007732304270000847,0.10393380369482944,0.22338130590511185,0.0007667374386094871,0.09202407060271361,0.04560138593340779,0.3710991273787438,0.15842227596178385,0.0035758480912522995,0.0004222145665477815
2009-03-01,0.00417578639074572,0.05941225059624581,0.4997130039714972,0.0005747922771251344,0.07642819109668661,0.06912877278917144,0.07723211632628538,0.09274296507795089,0.118890580793922,0.0017015406803698003
2009-04-01,0.002183582507636046,0.0056867730204172235,0.27757488083281695,0.18355986028780777,0.04902077704759552,0.0796431995210969,0.15095183936677592,0.11983492293085937,0.13008425284679598,0.0014599116381982958
2009-05-01,0.12435821728911278,0.004528352194412274,0.275938566978097,0.0005045920161288708,0.004296294994795346,0.03163459868486361,0.1641533124041737,0.2049453132091547,0.045820509324906465,0.14382024290435527
2009-06-01,0.054943813930751956,0.005282848439005903,0.3589751864470937,0.05195436231875916,0.006619714492400232,0.01434064433149919,0.1976705399144351,0.22534635795240104,0.08055489162540934,0.004311640548244404
2009-07-01,0.01100541342943252,0.00028937131817043414,0.45151086434392756,0.02050652365927434,0.1928311378775444,0.008089435873464258,0.15105511271084165,0.11710779437158687,0.04729318863650706,0.0003111577792508889
2009-08-01,0.05018009501371804,0.002806721392138189,0.38835283882081645,0.00889754008936016,0.0026709325377858493,0.016144100001069105,0.16973503039504625,0.28537831824541976,0.07008110945802892,0.005753314046617247
2009-09-01,0.0676988712005373,0.00708886428998894,0.41979716344937,0.15654049665668568,0.007488699958247801,0.014931720445356855,0.19444313197544424,0.09691499029953714,0.03139243533891329,0.003703626385918722
2009-10-01,0.004013395148794621,0.007074539083169087,0.5449672949951414,0.031087762602557,0.0005496231093874762,0.04116295926256859,0.10746398051465274,0.1563492876350477,0.10274686566447179,0.0045842919842095774
2009-11-01,0.007089055205132077,0.0033231873183749636,0.3885526297216569,0.03255149044644159,0.038064393706015665,0.03585333332491113,0.2167052866770394,0.09515690488436523,0.14933662325657912,0.033367095459483936
2009-12-01,0.004649111961114669,0.16401867907648215,0.3418160876252485,0.07377574549224067,0.0031291195008371943,0.038800927248772196,0.0610512715106938,0.20763625659877802,0.06268510401080185,0.04243769697503093
2010-01-01,0.003835806216543985,0.006724857837776455,0.27061231517424394,0.04237155761899864,0.0034932691183580025,0.014378293370129245,0.24733801173305212,0.23666209924055406,0.143986198585522,0.030597591104821544
2010-02-01,0.11411554383334588,0.006766234676325469,0.45712167152921535,0.000596402884077079,0.016225610378100157,0.0997864069967471,0.109000995158657,0.10470664529524394,0.07967832170926384,0.012002167539024193
2010-03-01,0.016304834883572414,0.0015641805394640284,0.45414012047653896,0.091088186026538,0.0037341381406776368,0.03525826015477966,0.09291494600651014,0.2434821454271378,0.05985776113026791,0.0016554272145134614
2010-04-01,0.03745130520607676,0.0003592125050483603,0.3394181883448313,0.0946199802002171,0.006989019638680849,0.02982653197048412,0.19533048034303063,0.1317898912600932,0.1479438255439317,0.016271564987605992
2010-05-01,0.016057462375989744,0.0018543208773606757,0.3849299406884165,0.0020480340403724803,0.09037796759414368,0.034407928064692436,0.11325668286271087,0.12510723244596733,0.19133132294018398,0.040629108110162244
2010-06-01,0.01763996090532419,0.0012019803075219374,0.4841142961690165,0.011038894705271692,0.009432835818674865,0.007497954314935324,0.19989693262648173,0.201724905135306,0.05618836725899899,0.011263872758468785
2010-07-01,0.0072222905301781186,0.000314905388118125,0.29154488422841074,0.06117067182433202,0.025358182593489563,0.025456148522242084,0.1014700156648615,0.3312081847623405,0.14546970814836663,0.010785008337660749
2010-08-01,0.039358276499542474,0.0038311969390023696,0.47741998441508926,0.005748325343557146,0.012376814556555158,0.010630215160779145,0.1838195402396209,0.13316864711926474,0.12821323413026964,0.005433765596319123
2010-09-01,0.08458853943004901,0.02035271761386295,0.5431581266195635,0.005989469192131064,0.042549653017226505,0.01819306744281446,0.1523181473543312,0.08239631969248211,0.044973023090575444,0.005480936546963747
2010-10-01,0.015815909971562236,0.050673619020957156,0.23960240666639734,0.002090811326193589,0.0004622289554668912,0.025658707971277346,0.40294318855710126,0.18703494814317997,0.07545038921263228,0.0002677901752319546
2010-11-01,0.026231875460118577,0.027947108630315687,0.36605419908162173,0.008514414795296065,0.11880855326061492,0.03549060346606817,0.17965636308175295,0.1376791170636071,0.09444608819488257,0.005171676965722183
2010-12-01,0.014676249820829195,0.0018180727370219875,0.49268073962905523,0.0005394318392221213,0.005105438749452676,0.009126467601341053,0.1854317891520808,0.06404139682532277,0.21316758750142928,0.013412826144244851
2011-01-01,0.04654116174491328,0.022656727210228902,0.3876844920139535,0.00822718222462375,0.006803346176672521,0.018833370755992455,0.29594899424426185,0.16445700615491832,0.04129131007876867,0.007556409395666738
2011-02-01,0.00323841191192631,0.0077187063880066855,0.2474609790675588,0.15678908875441042,0.04761333447253019,0.04768042501614974,0.27628023152956505,0.1496838542768438,0.019932476132241635,0.04360249245076739
2011-03-01,0.03936598232464492,0.00026160605761027815,0.6288505009891354,0.06297589707568133,0.004873548842356642,0.05794043990429377,0.15354546373426825,0.031904480781181736,0.019209534339192223,0.0010725459516354712
2011-04-01,0.08198135463084684,0.00028283722885772013,0.18289728899337895,0.23887550256988863,0.15115622982766092,0.023979974839895453,0.12854394660905352,0.16715788246894273,0.023523095843297884,0.0016018869881773527
2011-05-01,0.04060453446568734,0.0015467854657347175,0.34049941975218323,0.07797883942143048,0.012348305426124516,0.08027618661316652,0.18757542064881144,0.09489620185675404,0.15335887439546542,0.010915431954642264
2011-06-01,0.06122784984932775,0.008510242593965545,0.24022207375502655,0.0624814220422351,0.16650186149802196,0.06327925995506842,0.13444054705905245,0.21508297320503308,0.04422489158159779,0.004028878460671377
2011-07-01,0.005929851668212703,0.0003060749722584582,0.5435724037983334,0.0034702414326199006,0.04862630801637368,0.041692840233357606,0.1482920216530514,0.13058391388301469,0.06798237028755014,0.009543974055228005
2011-08-01,0.0070711807491054424,0.018432078670974177,0.309857294180614,0.0044691110503355495,0.06722277225697705,0.16791975105329843,0.1842291429910281,0.1690109629031154,0.04098981521110519,0.030797890933446703
2011-09-01,0.07253260013477707,0.007038381337486252,0.4560540546819277,0.004290927135018906,0.04744018056362189,0.0230199724727945,0.0671934496560015,0.12293723619944634,0.15213988883231327,0.047353308986612566
2011-10-01,0.013556952271626233,0.0002434681120332198,0.389350427556705,0.0004754235543183865,0.26523292460358705,0.12667096741085593,0.10990482543029981,0.031483351343763635,0.052729490579024096,0.010352169137786587
2011-11-01,0.0004670283184849453,0.0002371604983675903,0.25317551971916435,0.0929223995117291,0.00044017972353261735,0.3016352168577229,0.20265794670661952,0.1124828749489453,0.00681695244673456,0.029164721268699123
2011-12-01,0.01763909347275591,0.011214921451355525,0.579415410888056,0.0032444128662694493,0.0070293096179896465,0.023147504573188208,0.24475465588115475,0.03634362733282463,0.07671828295379265,0.0004927809626132129
2012-01-01,0.005241655288401671,0.11347729866141319,0.43402049039769186,0.07947489481411794,0.0006794940403964827,0.03587556528276773,0.18828732978899854,0.08407487876500282,0.05029192338551293,0.008576469575696823
2012-02-01,0.039096036170222774,0.000227102799036327,0.21366609716008667,0.008400203971777558,0.05386938769845865,0.04484902779628687,0.19468361155648925,0.2443780527933849,0.12145038791242858,0.07938009214182842
2012-03-01,0.04094523008875121,0.0029394823697561187,0.2802158895432394,0.001986669506606744,0.18663618322651115,0.03585790688923583,0.1410007977518116,0.279837721713405,0.02728221826364681,0.0032979006470361632
2012-04-01,0.05035488501116138,0.10650449362902983,0.38512395928118015,0.03525423312029401,0.06578758929292605,0.014333592369310727,0.1274820201385016,0.1354316292871237,0.07635391058514403,0.003373687285328519
2012-05-01,0.015448067465875957,0.0047478143406367995,0.3866208850544684,0.008153431995196178,0.017271193608506187,0.023778094942157112,0.21207871876631823,0.10770109869806119,0.13368151323464134,0.09051918189413861
2012-06-01,0.155761935327795,0.00026726701359340284,0.5060671796696322,0.000521896004670423,0.0004960586744093029,0.006198482532134581,0.052285190567928554,0.042027952277918,0.2312659686506435,0.005108069281275076
2012-07-01,0.044291114589886854,0.04313506559712584,0.18918804494314023,0.009456832268142736,0.020794658567869242,0.05649903724750128,0.44833202364048264,0.07049712522580422,0.11306966820339855,0.004736429716648417
2012-08-01,0.017350474013983957,0.0004091288675377662,0.4079973103539986,0.0007989116316208559,0.015947172959916198,0.07146229174198894,0.31993596636401733,0.09364513094775236,0.0720136813709315,0.000439931748252441
2012-09-01,0.0022968117401514793,0.0015684615856085867,0.3236279344846455,0.05898516540736152,0.05318802344400395,0.04252266313120697,0.279665624060839,0.10098939576389677,0.0673430818784975,0.06981283850378872
2012-10-01,0.03680267081521727,0.05338055579412078,0.3546353256662939,0.01728644830292447,0.08574743480952204,0.06426432683410675,0.18668288051763687,0.06286383485599421,0.08179264386282027,0.05654387854136339
2012-11-01,0.07965437178632366,0.004985870786438543,0.41806865650068614,0.07586285564021575,0.04225292016521032,0.016416723712522032,0.12129908798126564,0.11845355857513935,0.07352179454522013,0.04948416030697845
2012-12-01,0.0006251112669333296,0.24535313406593526,0.48763867843587727,0.0006198621087886871,0.0005891747681658919,0.008973772558544207,0.09776103722585197,0.023337300630021738,0.11988963877099859,0.01521229016888308
2013-01-01,0.03231286016486078,0.03468423242675164,0.38148215668954966,0.004315991679057305,0.009405266954429455,0.02422340308804144,0.14676900181307423,0.2646120054044548,0.09747793818914724,0.004717143590633506
2013-02-01,0.025915114213494725,0.05195999195098337,0.46768391512300894,0.0014923313404600453,0.010800344291879885,0.02540528618607944,0.22659256977184866,0.12149968877206986,0.032015742361064775,0.036635015989110266
2013-03-01,0.013818242673603915,0.0035895370468071322,0.40186737124116734,0.02003896413663951,0.044716077197054775,0.08546143490035055,0.14708990722195664,0.12918839905292806,0.13329804240691132,0.020932024122580786
2013-04-01,0.0033743651524896345,0.001538613163952445,0.38432430805788115,0.061410674372680565,0.0018025878300930067,0.015335862455677113,0.14667847407099535,0.20234107110378985,0.07215368420074245,0.11104035959169845
2013-05-01,0.0006549354928847958,0.1667807723970986,0.3395702542338859,0.0006494358781692347,0.0022137303313459885,0.002475649630956142,0.17183891527172393,0.1956904229802559,0.11284565737929116,0.007280226404388329
2013-06-01,0.004700200089286514,0.013199805246224166,0.299592776500026,0.008603689683750292,0.20368001140267422,0.010799838761062974,0.16573293194430014,0.24283398582741592,0.045238100622531634,0.005618659922728158
2013-07-01,0.12259805274378238,0.00922468243132109,0.44335403556538866,0.0005724808000797505,0.1169297663088527,0.03331260281776959,0.08680588628718885,0.09905312822015376,0.08783412040876899,0.00031524441669420096
2013-08-01,0.06803906192707922,0.015323676830319908,0.29855749129920023,0.0047380739298346665,0.0004993955613507502,0.04191428097733093,0.24412385729335043,0.06442902078624041,0.1250473664926085,0.13732777490268497
2013-09-01,0.004346586020628982,0.053517350392420095,0.43749049036271687,0.007511228830112731,0.004871243268244866,0.031559609205791504,0.2842763686010348,0.042357774235665634,0.1318898272091253,0.0021795218742592603
2013-10-01,0.0799307174544008,0.002757699364534133,0.3302909519514639,0.05275719479684081,0.0037557669218850087,0.038064054685884224,0.27666329611765306,0.10616244540544723,0.10761387100586062,0.0020040022960302246
2013-11-01,0.00222583914369924,0.0003406864664062156,0.4185441003287205,0.0099163369160573,0.00257335053148812,0.06371451019619809,0.18563919603518134,0.15165235533914115,0.15715975522945463,0.008233869813653403
2013-12-01,0.0014614523520474073,0.041986208803516646,0.5877498677560575,0.008287039930178357,0.012626109708600744,0.1308743780355049,0.1282467738868453,0.04847855117334873,0.03922095683276526,0.0010686615211351331
2014-01-01,0.0004613035671830927,0.4165087951319456,0.10478087088970964,0.0004574299401811542,0.003106331467720427,0.0007576027267119598,0.059962630673781846,0.14179790318000393,0.26819690196275253,0.003970230460009837
2014-02-01,0.09383174964627831,0.0025053511384511133,0.35061403114434947,0.0006166504405574343,0.007101522292213292,0.06411170775646954,0.24817672507213817,0.05158994999925427,0.17791127534747353,0.0035410371628148934
2014-03-01,0.03950958598940892,0.046466366069950304,0.3125912012057252,0.08192046765125084,0.0005957419749480788,0.013612342908124672,0.2395849547940031,0.18988701673461517,0.03218078442191215,0.043651538250061586
2014-04-01,0.007672165179941973,0.00031533820167504523,0.23015895575835352,0.010396353479239503,0.002799913199448379,0.05777748174274027,0.17187445402534324,0.22609332816793817,0.05563268465958293,0.23727932558573697
2014-05-01,0.028349543043186744,0.006506182017500096,0.4085401930642697,0.003485528976139086,0.058152209232654004,0.020112280044158118,0.1971073279427467,0.14867615994699077,0.03812977750069547,0.09094079823165933
2014-06-01,0.01778611266907245,0.049323458193499994,0.3262232018175248,0.003056457435183332,0.027824685911257842,0.0317797069837627,0.15643413689401509,0.25547777436146,0.1156483100806743,0.016446155653549465
2014-07-01,0.04285935660175497,0.00170021871857315,0.34734950680299187,0.030493726903135055,0.08416661219092385,0.12782518437841076,0.19783722334309076,0.1069667092430237,0.05145539326878202,0.009346068549313863
2014-08-01,0.044438400060007044,0.0024466545948695377,0.3630102670782101,0.046310418631931374,0.004940997856193332,0.043221518611599744,0.27794921977939707,0.1480386943078531,0.06471635275398828,0.0049274763259504065
2014-09-01,0.00046100047281042545,0.057132650161987826,0.20681616564605085,0.08505672468022044,0.00043449835732692804,0.0433243995254205,0.10502944268522485,0.24647407506616206,0.25099017361017545,0.004280869794620652
2014-10-01,0.23910033894722188,0.0055404245191555575,0.4303950107206051,0.00543950636307889,0.004673766096211963,0.03694217493918577,0.1267114739249795,0.08833942863572511,0.029586659744178144,0.033271216109658115
2014-11-01,0.03174938794893462,0.09412925208796435,0.41556927265463944,0.015725360861652188,0.07115792858782946,0.02724579785160519,0.19333963940861404,0.044805261108661246,0.0507780382759159,0.05550006121418356
2014-12-01,0.0006920525270065791,0.011207101740455382,0.2802894280315315,0.14671511445959778,0.004214035843382645,0.039586680411543146,0.21528405011746932,0.2643993933710516,0.03723425529942087,0.0003778881985411261
2015-01-01,0.02766268074381882,0.003143412081326257,0.2728742230213808,0.11094831929980904,0.12352600034054044,0.06475989711765924,0.1650160325412871,0.10671778218174677,0.08546883300437379,0.039882819668057706
2015-02-01,0.0026925684444456754,0.009712246460548149,0.3426650587758957,0.0005391674629501304,0.0037780562714152806,0.06292068568546491,0.12898588334243305,0.10090016498593027,0.13458274049014599,0.21322342808077085
2015-03-01,0.004589537311138252,0.006980130455439136,0.3995076642178826,0.008701664722166054,0.014775283626999449,0.10197129264469358,0.16385712631139746,0.09820093848199753,0.20111560876099135,0.0003007534672945961
2015-04-01,0.0031119218201833706,0.004590483411821797,0.30136943181100434,0.09220621042652385,0.02185339549724694,0.1619402449359639,0.10875624919904113,0.20175239978179962,0.04412303664714094,0.06029662646927411
2015-05-01,0.0007555594493476096,0.0003836787940098754,0.28287150188419247,0.0007492150141302969,0.0007121237894894233,0.0231076872502279,0.29157858894261385,0.32041149264990193,0.018738962201608537,0.060691190024478106
2015-06-01,0.004102715399350288,0.007068488469443382,0.3377190209601881,0.016931456365256094,0.1131064428322885,0.05012278024822327,0.2695028962344845,0.1124394297521832,0.04308043134511953,0.045926338393463204
2015-07-01,0.030632126114096183,0.008832680310128307,0.36230551619168977,0.007936570698136837,0.0037746784748375014,0.011692190895981685,0.16113093904015666,0.1998866845245302,0.11230933827741661,0.10149927547302623
2015-08-01,0.021443911437658194,0.008257872687011936,0.208991756404585,0.07945423059957324,0.06826028464183864,0.2186798217491258,0.14999712650844643,0.08307878955086853,0.13428684975612037,0.02754935666477183
2015-09-01,0.06652709231974674,0.028085791567373498,0.31746635421211084,0.09091638601782648,0.00043387150193670927,0.07863331502750757,0.2511194434794374,0.10636338188853077,0.05495695777484407,0.005497406210685978
